index,citizen_density,cop_density,legitimacy,active_threshold,cv
0,0.6140625,0.033906250000000006,0.84453125,0.13203125000000002,1.5903087253385262
1,0.6421875,0.033906250000000006,0.84453125,0.13203125000000002,1.5411983165038001
2,0.6140625,0.09296875,0.84453125,0.13203125000000002,0
3,0.6140625,0.033906250000000006,0.8904687499999999,0.13203125000000002,0
4,0.6140625,0.033906250000000006,0.84453125,0.15078125000000003,3.0598404798904526
5,0.6140625,0.09296875,0.8904687499999999,0.15078125000000003,0
6,0.6421875,0.033906250000000006,0.8904687499999999,0.15078125000000003,0
7,0.6421875,0.09296875,0.84453125,0.15078125000000003,0
8,0.6421875,0.09296875,0.8904687499999999,0.13203125000000002,0
9,0.6421875,0.09296875,0.8904687499999999,0.15078125000000003,0
10,0.7640625,0.07890625,0.59953125,0.057031250000000006,1.9946803791101333
11,0.7921875,0.07890625,0.59953125,0.057031250000000006,2.081751355766057
12,0.7640625,0.047968750000000004,0.59953125,0.057031250000000006,1.1035836562999166
13,0.7640625,0.07890625,0.64546875,0.057031250000000006,2.0959581362126323
14,0.7640625,0.07890625,0.59953125,0.07578125000000001,2.7503038486939175
15,0.7640625,0.047968750000000004,0.64546875,0.07578125000000001,1.1996664236687782
16,0.7921875,0.07890625,0.64546875,0.07578125000000001,3.8955447889742874
17,0.7921875,0.047968750000000004,0.59953125,0.07578125000000001,1.3647829162881602
18,0.7921875,0.047968750000000004,0.64546875,0.057031250000000006,1.085572200793942
19,0.7921875,0.047968750000000004,0.64546875,0.07578125000000001,1.3364942645723836
20,0.8390625,0.01140625,0.96703125,0.16953125000000002,0
21,0.8671875,0.01140625,0.96703125,0.16953125000000002,0
22,0.8390625,0.025468750000000002,0.96703125,0.16953125000000002,0
23,0.8390625,0.01140625,0.76796875,0.16953125000000002,0.5063956267948315
24,0.8390625,0.01140625,0.96703125,0.11328125000000001,0
25,0.8390625,0.025468750000000002,0.76796875,0.11328125000000001,1.2161124246368127
26,0.8671875,0.01140625,0.76796875,0.11328125000000001,0.11924719211948101
27,0.8671875,0.025468750000000002,0.96703125,0.11328125000000001,0
28,0.8671875,0.025468750000000002,0.76796875,0.16953125000000002,1.4943954000523938
29,0.8671875,0.025468750000000002,0.76796875,0.11328125000000001,0.4546320705015202
30,0.6890625,0.056406250000000005,0.72203125,0.09453125000000001,1.7936814710898665
31,0.7171875,0.056406250000000005,0.72203125,0.09453125000000001,2.207239705694567
32,0.6890625,0.07046875000000001,0.72203125,0.09453125000000001,1.9770800261996342
33,0.6890625,0.056406250000000005,0.52296875,0.09453125000000001,1.546983034470918
34,0.6890625,0.056406250000000005,0.72203125,0.18828125,3.5022244632169386
35,0.6890625,0.07046875000000001,0.52296875,0.18828125,3.8947967611073278
36,0.7171875,0.056406250000000005,0.52296875,0.18828125,2.394738571806828
37,0.7171875,0.07046875000000001,0.72203125,0.18828125,4.529377322911036
38,0.7171875,0.07046875000000001,0.52296875,0.09453125000000001,1.467976798666726
39,0.7171875,0.07046875000000001,0.52296875,0.18828125,3.1933588369362034
40,0.7265625,0.022656250000000003,0.53828125,0.11328125000000001,0.27581657637250795
41,0.6796875,0.022656250000000003,0.53828125,0.11328125000000001,0.6516515201573582
42,0.7265625,0.08171875,0.53828125,0.11328125000000001,2.8812134597361934
43,0.7265625,0.022656250000000003,0.82921875,0.11328125000000001,1.2764816375952242
