active,quiet,arrested,tension
11,631,622,0.1399343319888829
3,660,601,0.1463655453449488
2,677,585,0.1501355669674702
5,696,563,0.1543491205455824
3,720,541,0.15967150401267144
16,726,522,0.16100209987944367
22,738,504,0.1636632916129882
26,741,497,0.16432858954637433
25,748,491,0.165880951390942
4,782,478,0.1734209946359848
1,807,456,0.17896514408086922
0,831,433,0.18428752754795824
4,838,422,0.1858398893925259
4,845,415,0.18739225123709355
1,869,394,0.1927146347041826
0,886,378,0.196484656326704
5,913,346,0.20247233772717918
0,938,326,0.20801648717206359
2,962,300,0.21333887063915263
0,983,281,0.21799595617285555
2,1007,255,0.22331833963994463
5,1015,244,0.22509246746230763
0,1047,217,0.2321889787517597
1,1069,194,0.23706783026325798
1,1093,170,0.24239021373034703
3,1106,155,0.24527317144168692
1,1120,143,0.2483778951308222
1,1136,127,0.25192615077554825
19,1115,130,0.24726906524184533
58,1045,161,0.23174544679616896
106,952,206,0.2111212108611989
107,900,257,0.19958938001583929
97,872,295,0.19337993263756872
110,813,341,0.18029573994764148
154,730,380,0.16188916379062518
185,647,432,0.14348258763360888
189,585,490,0.12973309701029553
195,536,533,0.11886656409832205
135,552,577,0.12241481974304809
54,584,626,0.12951133103250018
3,616,645,0.13660784232195222
0,640,624,0.14193022578904127
1,664,599,0.14725260925613032
1,686,577,0.1521314607676286
2,717,545,0.1590062060792853
1,736,527,0.16321975965739746
0,758,506,0.16809861116889574
5,776,483,0.17209039876921256
0,803,461,0.1780780801696877
4,827,433,0.18340046363677676
1,852,411,0.18894461308166122
2,863,399,0.19138403883741031
2,874,388,0.19382346459315947
0,891,373,0.19759348621568087
1,904,359,0.2004764439270208
2,924,338,0.20491176348292833
4,938,322,0.20801648717206359
30,929,305,0.20602059337190523
69,884,311,0.19604112437111323
115,804,345,0.17829984614748307
195,694,375,0.15390558858999162
209,643,412,0.1425955237224274
211,612,441,0.13572077841077074
207,587,470,0.13017662896588628
170,588,506,0.13039839494368166
125,606,533,0.13439018254399843
74,631,559,0.1399343319888829
37,646,581,0.14326082165581353
