active,quiet,arrested,tension
55,688,367,0.11539390818173571
32,693,385,0.11623252670049831
24,704,382,0.11807748744177608
12,715,383,0.11992244818305382
6,727,377,0.1219351326280841
0,739,371,0.12394781707311438
3,755,352,0.12663139633315476
2,766,342,0.12847635707443247
9,774,327,0.12981814670445266
7,789,314,0.13233400226074052
0,807,303,0.13535302892828593
0,826,284,0.13853977929958386
4,836,270,0.1402170163371091
4,850,256,0.14256514818964441
6,864,240,0.14491328004217974
20,855,235,0.14340376670840702
12,864,234,0.14491328004217974
25,857,228,0.14373921411591206
18,850,242,0.14256514818964441
25,844,241,0.14155880596712928
36,826,248,0.13853977929958386
42,808,260,0.13552075263203847
45,789,276,0.13233400226074052
43,779,288,0.13065676522321532
34,778,298,0.13048904151946275
22,787,301,0.13199855485323547
13,801,296,0.1343466867057708
16,805,289,0.1350175815207809
1,831,278,0.1393783978183465
2,848,260,0.14222970078213937
2,860,248,0.14424238522716964
0,874,236,0.14659051707970494
3,889,218,0.14910637263599283
1,895,214,0.15011271485850794
19,875,216,0.14675824078345748
34,844,232,0.14155880596712928
79,780,251,0.13082448892696782
67,753,290,0.1262959489256497
62,727,321,0.1219351326280841
43,735,332,0.12327692225810429
36,727,347,0.1219351326280841
16,741,353,0.12428326448061941
3,758,349,0.12713456744441232
0,776,334,0.1301535941119577
0,795,315,0.13334034448325566
1,811,298,0.13602392374329603
10,805,295,0.1350175815207809
14,804,292,0.13484985781702835
26,792,292,0.13283717337199807
30,787,293,0.13199855485323547
12,804,294,0.13484985781702835
10,816,284,0.13686254226205866
10,816,284,0.13686254226205866
11,819,280,0.1373657133733162
35,796,279,0.13350806818700817
46,781,283,0.13099221263072036
51,768,291,0.12881180448193755
30,766,314,0.12847635707443247
15,777,318,0.13032131781571024
7,792,311,0.13283717337199807
1,817,292,0.13703026596581117
3,836,271,0.1402170163371091
1,850,259,0.14256514818964441
0,868,242,0.14558417485718983
4,880,226,0.1475968593022201
0,886,224,0.14860320152473522
1,893,216,0.1497772674510029
3,906,201,0.15195767559978568
1,916,193,0.1536349126373109
2,927,181,0.15547987337858868
0,939,171,0.15749255782361896
5,951,154,0.15950524226864923
3,958,149,0.16067930819491688
1,967,142,0.16218882152868958
3,971,136,0.16285971634369964
3,973,134,0.1631951637512047
14,960,136,0.16101475560242196
32,930,148,0.15598304448984626
76,868,166,0.14558417485718983
106,803,201,0.13468213411327584
137,730,243,0.12243830373934168
141,690,279,0.11572935558924075
136,655,319,0.10985902595790245
106,651,353,0.10918813114289237
71,649,390,0.10885268373538733
27,669,414,0.11220715781043777
12,686,412,0.11505846077423067
1,708,401,0.11874838225678618
0,732,378,0.12277375114684673
0,749,361,0.12562505411063962
1,766,343,0.12847635707443247
3,782,325,0.13115993633447284
1,799,310,0.13401123929826575
1,814,295,0.13652709485455358
2,825,283,0.13837205559583132
1,843,266,0.14139108226337674
8,849,253,0.14239742448589188
41,826,243,0.13853977929958386
50,799,261,0.13401123929826575
44,795,271,0.13334034448325566
70,753,287,0.1262959489256497
66,738,306,0.12378009336936185
62,719,329,0.12059334299806393
52,719,339,0.12059334299806393
28,735,347,0.12327692225810429
23,742,345,0.12445098818437193
11,751,348,0.12596050151814467
6,771,333,0.12931497559319513
2,783,325,0.13132766003822538
0,806,304,0.1351853052245334
4,824,282,0.1382043318920788
4,826,280,0.13853977929958386
17,820,273,0.13753343707706875
16,822,272,0.13786888448457377
14,825,271,0.13837205559583132
26,807,277,0.13535302892828593
10,817,283,0.13703026596581117
1,822,287,0.13786888448457377
4,834,272,0.13988156892960404
15,826,269,0.13853977929958386
11,825,274,0.13837205559583132
3,840,267,0.1408879111521192
1,851,258,0.14273287189339695
4,850,256,0.14256514818964441
18,839,253,0.14072018744836667
13,844,253,0.14155880596712928
11,857,242,0.14373921411591206
17,859,234,0.14407466152341714
42,826,242,0.13853977929958386
73,770,267,0.1291472518894426
82,734,294,0.12310919855435178
88,703,319,0.11790976373802356
74,691,345,0.11589707929299327
46,699,365,0.11723886892301347
6,725,379,0.12159968522057905
3,730,377,0.12243830373934168
4,746,360,0.12512188299938204
2,777,331,0.13032131781571024
1,795,314,0.13334034448325566
0,810,300,0.13585620003954352
0,827,283,0.1387075030033364
0,846,264,0.14189425337463432
1,859,250,0.14407466152341714
0,874,236,0.14659051707970494
4,878,228,0.14726141189471506
5,892,213,0.14960954374725036
9,895,206,0.15011271485850794
5,899,206,0.15078360967351806
18,887,205,0.14877092522848778
32,871,207,0.1460873459684474
19,878,213,0.14726141189471506
21,877,212,0.14709368819096255
17,873,220,0.14642279337595243
23,850,237,0.14256514818964441
8,859,243,0.14407466152341714
3,876,231,0.14692596448721001
1,886,223,0.14860320152473522
13,878,219,0.14726141189471506
34,848,228,0.14222970078213937
35,832,243,0.139546121522099
30,811,269,0.13602392374329603
23,800,287,0.1341789630020183
14,800,296,0.1341789630020183
19,797,294,0.1336757918907607
11,802,297,0.1345144104095233
19,799,292,0.13401123929826575
11,801,298,0.1343466867057708
6,808,296,0.13552075263203847
14,808,288,0.13552075263203847
16,806,288,0.1351853052245334
9,814,287,0.13652709485455358
11,823,276,0.13803660818832628
17,816,277,0.13686254226205866
18,818,274,0.1371979896695637
20,812,278,0.13619164744704854
19,820,271,0.13753343707706875
16,832,262,0.139546121522099
