citizen_density,cop_density,cop_vision,citizen_vision,legitimacy,max_jail_term,active_threshold,Active
0.8015625,0.08734375,2.96875,2.03125,0.75265625,2.359375,0.18828125,96
0.8015625,0.04515625000000001,3.53125,2.03125,0.75265625,2.359375,0.18828125,181
0.8015625,0.04515625000000001,2.96875,2.59375,0.75265625,2.359375,0.18828125,181
0.8015625,0.04515625000000001,2.96875,2.03125,0.66078125,2.359375,0.18828125,469
0.8015625,0.04515625000000001,2.96875,2.03125,0.75265625,10.515625,0.18828125,78
0.8015625,0.04515625000000001,2.96875,2.03125,0.75265625,2.359375,0.06640625,840
0.8015625,0.08734375,3.53125,2.59375,0.66078125,10.515625,0.06640625,62
0.7640625,0.04515625000000001,3.53125,2.59375,0.66078125,10.515625,0.06640625,556
0.7640625,0.08734375,2.96875,2.59375,0.66078125,10.515625,0.06640625,229
0.7640625,0.08734375,3.53125,2.03125,0.66078125,10.515625,0.06640625,130
0.7640625,0.08734375,3.53125,2.59375,0.75265625,10.515625,0.06640625,174
0.7640625,0.08734375,3.53125,2.59375,0.66078125,2.359375,0.06640625,679
0.7640625,0.08734375,3.53125,2.59375,0.66078125,10.515625,0.18828125,66
0.7640625,0.08734375,3.53125,2.59375,0.66078125,10.515625,0.06640625,124
0.6515625,0.09015625000000001,5.96875,5.03125,0.50765625,16.859375,0.11328125000000001,16
0.6140625,0.09015625000000001,5.96875,5.03125,0.50765625,16.859375,0.11328125000000001,7
0.6515625,0.042343750000000006,5.96875,5.03125,0.50765625,16.859375,0.11328125000000001,153
0.6515625,0.09015625000000001,6.53125,5.03125,0.50765625,16.859375,0.11328125000000001,5
0.6515625,0.09015625000000001,5.96875,5.59375,0.50765625,16.859375,0.11328125000000001,0
0.6515625,0.09015625000000001,5.96875,5.03125,0.90578125,16.859375,0.11328125000000001,0
0.6515625,0.09015625000000001,5.96875,5.03125,0.50765625,25.015625,0.11328125000000001,1
0.6515625,0.09015625000000001,5.96875,5.03125,0.50765625,16.859375,0.14140625,21
0.6515625,0.042343750000000006,6.53125,5.59375,0.90578125,25.015625,0.14140625,0
0.6140625,0.09015625000000001,6.53125,5.59375,0.90578125,25.015625,0.14140625,0
0.6140625,0.042343750000000006,5.96875,5.59375,0.90578125,25.015625,0.14140625,0
0.6140625,0.042343750000000006,6.53125,5.03125,0.90578125,25.015625,0.14140625,0
0.6140625,0.042343750000000006,6.53125,5.59375,0.50765625,25.015625,0.14140625,40
0.6140625,0.042343750000000006,6.53125,5.59375,0.90578125,16.859375,0.14140625,0
0.6140625,0.042343750000000006,6.53125,5.59375,0.90578125,25.015625,0.11328125000000001,0
0.6140625,0.042343750000000006,6.53125,5.59375,0.90578125,25.015625,0.14140625,0
0.6703125,0.01703125,2.59375,6.90625,0.84453125,22.296875,0.16015625,0
0.7078125,0.01703125,2.59375,6.90625,0.84453125,22.296875,0.16015625,0
0.6703125,0.01421875,2.59375,6.90625,0.84453125,22.296875,0.16015625,0
0.6703125,0.01703125,3.15625,6.90625,0.84453125,22.296875,0.16015625,0
0.6703125,0.01703125,2.59375,5.96875,0.84453125,22.296875,0.16015625,0
0.6703125,0.01703125,2.59375,6.90625,0.93640625,22.296875,0.16015625,0
0.6703125,0.01703125,2.59375,6.90625,0.84453125,15.953125,0.16015625,0
0.6703125,0.01703125,2.59375,6.90625,0.84453125,22.296875,0.057031250000000006,397
0.6703125,0.01421875,3.15625,5.96875,0.93640625,15.953125,0.057031250000000006,54
0.7078125,0.01703125,3.15625,5.96875,0.93640625,15.953125,0.057031250000000006,40
0.7078125,0.01421875,2.59375,5.96875,0.93640625,15.953125,0.057031250000000006,66
0.7078125,0.01421875,3.15625,6.90625,0.93640625,15.953125,0.057031250000000006,46
0.7078125,0.01421875,3.15625,5.96875,0.84453125,15.953125,0.057031250000000006,480
0.7078125,0.01421875,3.15625,5.96875,0.93640625,22.296875,0.057031250000000006,38
0.7078125,0.01421875,3.15625,5.96875,0.93640625,15.953125,0.16015625,0
0.7078125,0.01421875,3.15625,5.96875,0.93640625,15.953125,0.057031250000000006,52
0.8203125,0.06203125000000001,5.59375,3.90625,0.59953125,7.796875,0.08515625000000002,587
0.8578125000000001,0.06203125000000001,5.59375,3.90625,0.59953125,7.796875,0.08515625000000002,626
0.8203125,0.05921875000000001,5.59375,3.90625,0.59953125,7.796875,0.08515625000000002,678
0.8203125,0.06203125000000001,6.15625,3.90625,0.59953125,7.796875,0.08515625000000002,617
0.8203125,0.06203125000000001,5.59375,2.96875,0.59953125,7.796875,0.08515625000000002,545
0.8203125,0.06203125000000001,5.59375,3.90625,0.69140625,7.796875,0.08515625000000002,495
0.8203125,0.06203125000000001,5.59375,3.90625,0.59953125,1.453125,0.08515625000000002,940
0.8203125,0.06203125000000001,5.59375,3.90625,0.59953125,7.796875,0.13203125000000002,444
0.8203125,0.05921875000000001,6.15625,2.96875,0.69140625,1.453125,0.13203125000000002,643
0.8578125000000001,0.06203125000000001,6.15625,2.96875,0.69140625,1.453125,0.13203125000000002,668
0.8578125000000001,0.05921875000000001,5.59375,2.96875,0.69140625,1.453125,0.13203125000000002,711
0.8578125000000001,0.05921875000000001,6.15625,3.90625,0.69140625,1.453125,0.13203125000000002,648
0.8578125000000001,0.05921875000000001,6.15625,2.96875,0.59953125,1.453125,0.13203125000000002,790
0.8578125000000001,0.05921875000000001,6.15625,2.96875,0.69140625,7.796875,0.13203125000000002,386
0.8578125000000001,0.05921875000000001,6.15625,2.96875,0.69140625,1.453125,0.08515625000000002,921
0.8578125000000001,0.05921875000000001,6.15625,2.96875,0.69140625,1.453125,0.13203125000000002,647
0.8953125,0.039531250000000004,1.09375,5.40625,0.72203125,15.046875,0.19765625000000003,229
0.7828125,0.039531250000000004,1.09375,5.40625,0.72203125,15.046875,0.19765625000000003,209
0.8953125,0.08171875,1.09375,5.40625,0.72203125,15.046875,0.19765625000000003,173
0.8953125,0.039531250000000004,4.65625,5.40625,0.72203125,15.046875,0.19765625000000003,40
0.8953125,0.039531250000000004,1.09375,1.46875,0.72203125,15.046875,0.19765625000000003,323
0.8953125,0.039531250000000004,1.09375,5.40625,0.56890625,15.046875,0.19765625000000003,543
0.8953125,0.039531250000000004,1.09375,5.40625,0.72203125,23.203125,0.19765625000000003,228
0.8953125,0.039531250000000004,1.09375,5.40625,0.72203125,15.046875,0.09453125000000001,697
0.8953125,0.08171875,4.65625,1.46875,0.56890625,23.203125,0.09453125000000001,68
0.7828125,0.039531250000000004,4.65625,1.46875,0.56890625,23.203125,0.09453125000000001,190
0.7828125,0.08171875,1.09375,1.46875,0.56890625,23.203125,0.09453125000000001,541
0.7828125,0.08171875,4.65625,5.40625,0.56890625,23.203125,0.09453125000000001,25
0.7828125,0.08171875,4.65625,1.46875,0.72203125,23.203125,0.09453125000000001,26
0.7828125,0.08171875,4.65625,1.46875,0.56890625,15.046875,0.09453125000000001,44
0.7828125,0.08171875,4.65625,1.46875,0.56890625,23.203125,0.19765625000000003,12
0.7828125,0.08171875,4.65625,1.46875,0.56890625,23.203125,0.09453125000000001,26
0.7453125,0.08453125,4.09375,2.40625,0.96703125,29.546875,0.12265625000000001,0
0.6328125,0.08453125,4.09375,2.40625,0.96703125,29.546875,0.12265625000000001,0
0.7453125,0.03671875,4.09375,2.40625,0.96703125,29.546875,0.12265625000000001,0
0.7453125,0.08453125,1.65625,2.40625,0.96703125,29.546875,0.12265625000000001,0
0.7453125,0.08453125,4.09375,4.46875,0.96703125,29.546875,0.12265625000000001,0
0.7453125,0.08453125,4.09375,2.40625,0.81390625,29.546875,0.12265625000000001,9
0.7453125,0.08453125,4.09375,2.40625,0.96703125,8.703125,0.12265625000000001,0
0.7453125,0.08453125,4.09375,2.40625,0.96703125,29.546875,0.16953125000000002,0
0.7453125,0.03671875,1.65625,4.46875,0.81390625,8.703125,0.16953125000000002,38
0.6328125,0.08453125,1.65625,4.46875,0.81390625,8.703125,0.16953125000000002,2
0.6328125,0.03671875,4.09375,4.46875,0.81390625,8.703125,0.16953125000000002,17
0.6328125,0.03671875,1.65625,2.40625,0.81390625,8.703125,0.16953125000000002,28
0.6328125,0.03671875,1.65625,4.46875,0.96703125,8.703125,0.16953125000000002,0
0.6328125,0.03671875,1.65625,4.46875,0.81390625,29.546875,0.16953125000000002,14
0.6328125,0.03671875,1.65625,4.46875,0.81390625,8.703125,0.12265625000000001,147
0.6328125,0.03671875,1.65625,4.46875,0.81390625,8.703125,0.16953125000000002,22
0.7078125,0.05078125000000001,6.34375,1.65625,0.90578125,18.671875,0.17890625000000004,0
0.8203125,0.05078125000000001,6.34375,1.65625,0.90578125,18.671875,0.17890625000000004,0
0.7078125,0.09296875,6.34375,1.65625,0.90578125,18.671875,0.17890625000000004,0
0.7078125,0.05078125000000001,6.90625,1.65625,0.90578125,18.671875,0.17890625000000004,0
0.7078125,0.05078125000000001,6.34375,2.21875,0.90578125,18.671875,0.17890625000000004,0
0.7078125,0.05078125000000001,6.34375,1.65625,0.75265625,18.671875,0.17890625000000004,11
0.7078125,0.05078125000000001,6.34375,1.65625,0.90578125,26.828125,0.17890625000000004,0
0.7078125,0.05078125000000001,6.34375,1.65625,0.90578125,18.671875,0.15078125000000003,0
0.7078125,0.09296875,6.90625,2.21875,0.75265625,26.828125,0.15078125000000003,2
0.8203125,0.05078125000000001,6.90625,2.21875,0.75265625,26.828125,0.15078125000000003,11
0.8203125,0.09296875,6.34375,2.21875,0.75265625,26.828125,0.15078125000000003,2
0.8203125,0.09296875,6.90625,1.65625,0.75265625,26.828125,0.15078125000000003,3
0.8203125,0.09296875,6.90625,2.21875,0.90578125,26.828125,0.15078125000000003,0
0.8203125,0.09296875,6.90625,2.21875,0.75265625,18.671875,0.15078125000000003,6
0.8203125,0.09296875,6.90625,2.21875,0.75265625,26.828125,0.17890625000000004,3
0.8203125,0.09296875,6.90625,2.21875,0.75265625,26.828125,0.15078125000000003,4
0.8578125000000001,0.09578125,3.34375,4.65625,0.66078125,4.171875,0.10390625,622
0.6703125,0.09578125,3.34375,4.65625,0.66078125,4.171875,0.10390625,303
0.8578125000000001,0.047968750000000004,3.34375,4.65625,0.66078125,4.171875,0.10390625,769
0.8578125000000001,0.09578125,3.90625,4.65625,0.66078125,4.171875,0.10390625,555
0.8578125000000001,0.09578125,3.34375,5.21875,0.66078125,4.171875,0.10390625,556
0.8578125000000001,0.09578125,3.34375,4.65625,0.50765625,4.171875,0.10390625,583
0.8578125000000001,0.09578125,3.34375,4.65625,0.66078125,12.328125,0.10390625,85
0.8578125000000001,0.09578125,3.34375,4.65625,0.66078125,4.171875,0.07578125000000001,579
0.8578125000000001,0.047968750000000004,3.90625,5.21875,0.50765625,12.328125,0.07578125000000001,672
0.6703125,0.09578125,3.90625,5.21875,0.50765625,12.328125,0.07578125000000001,6
0.6703125,0.047968750000000004,3.34375,5.21875,0.50765625,12.328125,0.07578125000000001,310
0.6703125,0.047968750000000004,3.90625,4.65625,0.50765625,12.328125,0.07578125000000001,378
0.6703125,0.047968750000000004,3.90625,5.21875,0.66078125,12.328125,0.07578125000000001,422
0.6703125,0.047968750000000004,3.90625,5.21875,0.50765625,4.171875,0.07578125000000001,762
0.6703125,0.047968750000000004,3.90625,5.21875,0.50765625,12.328125,0.10390625,375
0.6703125,0.047968750000000004,3.90625,5.21875,0.50765625,12.328125,0.07578125000000001,438
0.7828125,0.02828125,4.84375,3.15625,0.53828125,11.421875,0.14140625,656
0.7453125,0.02828125,4.84375,3.15625,0.53828125,11.421875,0.14140625,491
0.7828125,0.025468750000000002,4.84375,3.15625,0.53828125,11.421875,0.14140625,622
0.7828125,0.02828125,2.40625,3.15625,0.53828125,11.421875,0.14140625,621
0.7828125,0.02828125,4.84375,6.71875,0.53828125,11.421875,0.14140625,571
0.7828125,0.02828125,4.84375,3.15625,0.63015625,11.421875,0.14140625,555
0.7828125,0.02828125,4.84375,3.15625,0.53828125,19.578125,0.14140625,372
0.7828125,0.02828125,4.84375,3.15625,0.53828125,11.421875,0.18828125,479
0.7828125,0.025468750000000002,2.40625,6.71875,0.63015625,19.578125,0.18828125,331
0.7453125,0.02828125,2.40625,6.71875,0.63015625,19.578125,0.18828125,226
0.7453125,0.025468750000000002,4.84375,6.71875,0.63015625,19.578125,0.18828125,123
0.7453125,0.025468750000000002,2.40625,3.15625,0.63015625,19.578125,0.18828125,249
0.7453125,0.025468750000000002,2.40625,6.71875,0.53828125,19.578125,0.18828125,409
0.7453125,0.025468750000000002,2.40625,6.71875,0.63015625,11.421875,0.18828125,350
0.7453125,0.025468750000000002,2.40625,6.71875,0.63015625,19.578125,0.14140625,313
0.7453125,0.025468750000000002,2.40625,6.71875,0.63015625,19.578125,0.18828125,223
0.6328125,0.07328125,1.84375,6.15625,0.7832812499999999,25.921875,0.06640625,75
0.8953125,0.07328125,1.84375,6.15625,0.7832812499999999,25.921875,0.06640625,208
0.6328125,0.07046875000000001,1.84375,6.15625,0.7832812499999999,25.921875,0.06640625,150
0.6328125,0.07328125,5.40625,6.15625,0.7832812499999999,25.921875,0.06640625,1
0.6328125,0.07328125,1.84375,3.71875,0.7832812499999999,25.921875,0.06640625,92
0.6328125,0.07328125,1.84375,6.15625,0.87515625,25.921875,0.06640625,127
0.6328125,0.07328125,1.84375,6.15625,0.7832812499999999,5.078125,0.06640625,423
0.6328125,0.07328125,1.84375,6.15625,0.7832812499999999,25.921875,0.11328125000000001,11
0.6328125,0.07046875000000001,5.40625,3.71875,0.87515625,5.078125,0.11328125000000001,4
0.8953125,0.07328125,5.40625,3.71875,0.87515625,5.078125,0.11328125000000001,1
0.8953125,0.07046875000000001,1.84375,3.71875,0.87515625,5.078125,0.11328125000000001,18
0.8953125,0.07046875000000001,5.40625,6.15625,0.87515625,5.078125,0.11328125000000001,0
0.8953125,0.07046875000000001,5.40625,3.71875,0.7832812499999999,5.078125,0.11328125000000001,208
0.8953125,0.07046875000000001,5.40625,3.71875,0.87515625,25.921875,0.11328125000000001,1
0.8953125,0.07046875000000001,5.40625,3.71875,0.87515625,5.078125,0.06640625,276
0.8953125,0.07046875000000001,5.40625,3.71875,0.87515625,5.078125,0.11328125000000001,2
0.6234375,0.031093750000000003,5.78125,1.84375,0.7067187500000001,3.265625,0.08984375,618
0.7359375,0.031093750000000003,5.78125,1.84375,0.7067187500000001,3.265625,0.08984375,736
0.6234375,0.056406250000000005,5.78125,1.84375,0.7067187500000001,3.265625,0.08984375,501
0.6234375,0.031093750000000003,1.84375,1.84375,0.7067187500000001,3.265625,0.08984375,570
0.6234375,0.031093750000000003,5.78125,3.90625,0.7067187500000001,3.265625,0.08984375,580
0.6234375,0.031093750000000003,5.78125,1.84375,0.79859375,3.265625,0.08984375,401
0.6234375,0.031093750000000003,5.78125,1.84375,0.7067187500000001,25.921875,0.08984375,59
0.6234375,0.031093750000000003,5.78125,1.84375,0.7067187500000001,3.265625,0.09921875000000001,520
0.6234375,0.056406250000000005,1.84375,3.90625,0.79859375,25.921875,0.09921875000000001,93
0.7359375,0.031093750000000003,1.84375,3.90625,0.79859375,25.921875,0.09921875000000001,198
0.7359375,0.056406250000000005,5.78125,3.90625,0.79859375,25.921875,0.09921875000000001,4
0.7359375,0.056406250000000005,1.84375,1.84375,0.79859375,25.921875,0.09921875000000001,82
0.7359375,0.056406250000000005,1.84375,3.90625,0.7067187500000001,25.921875,0.09921875000000001,125
0.7359375,0.056406250000000005,1.84375,3.90625,0.79859375,3.265625,0.09921875000000001,413
0.7359375,0.056406250000000005,1.84375,3.90625,0.79859375,25.921875,0.08984375,114
0.7359375,0.056406250000000005,1.84375,3.90625,0.79859375,25.921875,0.09921875000000001,100
0.7734375,0.07609375,2.78125,4.84375,0.95171875,17.765625,0.16484375,0
0.8859375,0.07609375,2.78125,4.84375,0.95171875,17.765625,0.16484375,0
0.7734375,0.01140625,2.78125,4.84375,0.95171875,17.765625,0.16484375,0
0.7734375,0.07609375,4.84375,4.84375,0.95171875,17.765625,0.16484375,0
0.7734375,0.07609375,2.78125,6.90625,0.95171875,17.765625,0.16484375,0
0.7734375,0.07609375,2.78125,4.84375,0.55359375,17.765625,0.16484375,110
0.7734375,0.07609375,2.78125,4.84375,0.95171875,11.421875,0.16484375,0
0.7734375,0.07609375,2.78125,4.84375,0.95171875,17.765625,0.17421875000000003,0
0.7734375,0.01140625,4.84375,6.90625,0.55359375,11.421875,0.17421875000000003,677
0.8859375,0.07609375,4.84375,6.90625,0.55359375,11.421875,0.17421875000000003,16
0.8859375,0.01140625,2.78125,6.90625,0.55359375,11.421875,0.17421875000000003,740
0.8859375,0.01140625,4.84375,4.84375,0.55359375,11.421875,0.17421875000000003,801
0.8859375,0.01140625,4.84375,6.90625,0.95171875,11.421875,0.17421875000000003,0
0.8859375,0.01140625,4.84375,6.90625,0.55359375,17.765625,0.17421875000000003,777
0.8859375,0.01140625,4.84375,6.90625,0.55359375,11.421875,0.16484375,720
0.8859375,0.01140625,4.84375,6.90625,0.55359375,11.421875,0.17421875000000003,828
0.8484375,0.05359375000000001,4.28125,3.34375,0.82921875,25.015625,0.05234375,169
0.8109375,0.05359375000000001,4.28125,3.34375,0.82921875,25.015625,0.05234375,97
0.8484375,0.033906250000000006,4.28125,3.34375,0.82921875,25.015625,0.05234375,250
0.8484375,0.05359375000000001,6.34375,3.34375,0.82921875,25.015625,0.05234375,78
0.8484375,0.05359375000000001,4.28125,5.40625,0.82921875,25.015625,0.05234375,136
0.8484375,0.05359375000000001,4.28125,3.34375,0.6760937499999999,25.015625,0.05234375,174
0.8484375,0.05359375000000001,4.28125,3.34375,0.82921875,18.671875,0.05234375,153
0.8484375,0.05359375000000001,4.28125,3.34375,0.82921875,25.015625,0.06171875,156
0.8484375,0.033906250000000006,6.34375,5.40625,0.6760937499999999,18.671875,0.06171875,525
0.8109375,0.05359375000000001,6.34375,5.40625,0.6760937499999999,18.671875,0.06171875,88
0.8109375,0.033906250000000006,4.28125,5.40625,0.6760937499999999,18.671875,0.06171875,522
0.8109375,0.033906250000000006,6.34375,3.34375,0.6760937499999999,18.671875,0.06171875,427
0.8109375,0.033906250000000006,6.34375,5.40625,0.82921875,18.671875,0.06171875,125
0.8109375,0.033906250000000006,6.34375,5.40625,0.6760937499999999,25.015625,0.06171875,202
0.8109375,0.033906250000000006,6.34375,5.40625,0.6760937499999999,18.671875,0.05234375,573
0.8109375,0.033906250000000006,6.34375,5.40625,0.6760937499999999,18.671875,0.06171875,559
0.6984375,0.09859375000000001,1.28125,6.34375,0.58421875,10.515625,0.12734375000000003,294
0.6609375,0.09859375000000001,1.28125,6.34375,0.58421875,10.515625,0.12734375000000003,240
0.6984375,0.07890625,1.28125,6.34375,0.58421875,10.515625,0.12734375000000003,335
0.6984375,0.09859375000000001,3.34375,6.34375,0.58421875,10.515625,0.12734375000000003,12
0.6984375,0.09859375000000001,1.28125,2.40625,0.58421875,10.515625,0.12734375000000003,329
