index,citizen_density,cop_density,legitimacy,active_threshold,cv
0,0.41875,0.033906250000000006,0.7554687500000001,0.29609375,0
1,0.45625000000000004,0.033906250000000006,0.7554687500000001,0.29609375,0
2,0.41875,0.09296875,0.7554687500000001,0.29609375,0
3,0.41875,0.033906250000000006,0.82953125,0.29609375,0
4,0.41875,0.033906250000000006,0.7554687500000001,0.35234375,0
5,0.41875,0.09296875,0.82953125,0.35234375,0
6,0.45625000000000004,0.033906250000000006,0.82953125,0.35234375,0
7,0.45625000000000004,0.09296875,0.7554687500000001,0.35234375,0
8,0.45625000000000004,0.09296875,0.82953125,0.29609375,0
9,0.45625000000000004,0.09296875,0.82953125,0.35234375,0
10,0.61875,0.07890625,0.36046875,0.07109375000000001,2.7476767511961286
11,0.65625,0.07890625,0.36046875,0.07109375000000001,1.931264936422086
12,0.61875,0.047968750000000004,0.36046875,0.07109375000000001,1.39998790702077
13,0.61875,0.07890625,0.43453125000000004,0.07109375000000001,3.0331447620760024
14,0.61875,0.07890625,0.36046875,0.12734375,2.8308729292276644
15,0.61875,0.047968750000000004,0.43453125000000004,0.12734375,1.5664703486050517
16,0.65625,0.07890625,0.43453125000000004,0.12734375,2.1210234290277743
17,0.65625,0.047968750000000004,0.36046875,0.12734375,1.499670853396816
18,0.65625,0.047968750000000004,0.43453125000000004,0.07109375000000001,1.4621149531093285
19,0.65625,0.047968750000000004,0.43453125000000004,0.12734375,1.7991758284684032
20,0.71875,0.01140625,0.9529687500000001,0.40859375,0
21,0.7562500000000001,0.01140625,0.9529687500000001,0.40859375,0
22,0.71875,0.025468750000000002,0.9529687500000001,0.40859375,0
23,0.71875,0.01140625,0.63203125,0.40859375,0
24,0.71875,0.01140625,0.9529687500000001,0.23984375000000002,0
25,0.71875,0.025468750000000002,0.63203125,0.23984375000000002,1.2224489131938168
26,0.7562500000000001,0.01140625,0.63203125,0.23984375000000002,0.750567741127045
27,0.7562500000000001,0.025468750000000002,0.9529687500000001,0.23984375000000002,0
28,0.7562500000000001,0.025468750000000002,0.63203125,0.40859375,0
29,0.7562500000000001,0.025468750000000002,0.63203125,0.23984375000000002,1.71323145982745
30,0.51875,0.056406250000000005,0.55796875,0.18359375,2.4289557817447225
31,0.55625,0.056406250000000005,0.55796875,0.18359375,2.2936149786093054
32,0.51875,0.07046875000000001,0.55796875,0.18359375,2.8345315806452307
33,0.51875,0.056406250000000005,0.23703125000000003,0.18359375,1.8173196649630918
34,0.51875,0.056406250000000005,0.55796875,0.46484375,0
35,0.51875,0.07046875000000001,0.23703125000000003,0.46484375,2.60504481893563
36,0.55625,0.056406250000000005,0.23703125000000003,0.46484375,2.0475886456820844
37,0.55625,0.07046875000000001,0.55796875,0.46484375,0
38,0.55625,0.07046875000000001,0.23703125000000003,0.18359375,4.083564007464108
39,0.55625,0.07046875000000001,0.23703125000000003,0.46484375,2.584228427116251
40,0.5687500000000001,0.022656250000000003,0.26171875,0.23984375000000002,1.3527100008552138
41,0.5062500000000001,0.022656250000000003,0.26171875,0.23984375000000002,0.9180747354907507
42,0.5687500000000001,0.08171875,0.26171875,0.23984375000000002,4.561587537355152
43,0.5687500000000001,0.022656250000000003,0.7307812499999999,0.23984375000000002,1.1590582438826715
44,0.5687500000000001,0.022656250000000003,0.26171875,0.18359375,0.4087926808043198
45,0.5687500000000001,0.08171875,0.7307812499999999,0.18359375,3.444754945371783
46,0.5062500000000001,0.022656250000000003,0.7307812499999999,0.18359375,1.560427522219215
47,0.5062500000000001,0.08171875,0.26171875,0.18359375,4.767161464006574
48,0.5062500000000001,0.08171875,0.7307812499999999,0.23984375000000002,5.275686807149256
49,0.5062500000000001,0.08171875,0.7307812499999999,0.18359375,3.269447115478313
50,0.76875,0.06765625,0.65671875,0.46484375,0
51,0.70625,0.06765625,0.65671875,0.46484375,0
52,0.76875,0.03671875,0.65671875,0.46484375,0
53,0.76875,0.06765625,0.33578125000000003,0.46484375,2.443303976678672
54,0.76875,0.06765625,0.65671875,0.40859375,0
55,0.76875,0.03671875,0.33578125000000003,0.40859375,1.6549972348206277
56,0.70625,0.06765625,0.33578125000000003,0.40859375,2.2820869378880393
57,0.70625,0.03671875,0.65671875,0.40859375,0
58,0.70625,0.03671875,0.33578125000000003,0.46484375,1.862726204344084
59,0.70625,0.03671875,0.33578125000000003,0.40859375,1.7456002993947852
60,0.66875,0.04515625000000001,0.45921875,0.12734375,1.420255726395838
61,0.6062500000000001,0.04515625000000001,0.45921875,0.12734375,1.8832598558169868
62,0.66875,0.01421875,0.45921875,0.12734375,0.239994205840388
63,0.66875,0.04515625000000001,0.92828125,0.12734375,0
64,0.66875,0.04515625000000001,0.45921875,0.29609375,2.400490004274867
65,0.66875,0.01421875,0.92828125,0.29609375,0
66,0.6062500000000001,0.04515625000000001,0.92828125,0.29609375,0
67,0.6062500000000001,0.01421875,0.45921875,0.29609375,0.5658648207255171
68,0.6062500000000001,0.01421875,0.92828125,0.12734375,0
69,0.6062500000000001,0.01421875,0.92828125,0.29609375,0
70,0.46875,0.09015625000000001,0.85421875,0.35234375,0
71,0.40625,0.09015625000000001,0.85421875,0.35234375,0
72,0.46875,0.05921875000000001,0.85421875,0.35234375,0
73,0.46875,0.09015625000000001,0.53328125,0.35234375,5.772931029664855
74,0.46875,0.09015625000000001,0.85421875,0.07109375000000001,2.6937567879382236
75,0.46875,0.05921875000000001,0.53328125,0.07109375000000001,2.4553246511473237
