index,cop_density,legitimacy,active_threshold,cv
205,0.0409375,0.8215625,0.0734375,1.1769102020935884
206,0.0409375,0.6684375,0.0546875,1.092765195678166
207,0.0409375,0.6684375,0.0734375,0.9694710648477994
208,0.0915625,0.6990625,0.1671875,2.1372648957412608
209,0.0634375,0.6990625,0.1671875,1.9522357669594923
210,0.0915625,0.5459375,0.1671875,3.872243512808202
211,0.0915625,0.6990625,0.1109375,1.6148095826162894
212,0.0915625,0.5459375,0.1109375,1.2321388273913771
213,0.0634375,0.6990625,0.1109375,2.485165245981611
214,0.0634375,0.5459375,0.1671875,1.6781229123054138
215,0.0634375,0.5459375,0.1109375,1.5507387939550767
216,0.0465625,0.9440625,0.0921875,0.0
217,0.0184375,0.9440625,0.0921875,0.0
218,0.0465625,0.7909375000000001,0.0921875,1.3499421098013404
219,0.0465625,0.9440625,0.1859375,0.0
220,0.0465625,0.7909375000000001,0.1859375,1.7628489743097335
221,0.0184375,0.9440625,0.1859375,0.0
222,0.0184375,0.7909375000000001,0.0921875,0.2289888455154512
223,0.0184375,0.7909375000000001,0.1859375,0.6598976076693336
224,0.0353125,0.6378125,0.0734375,0.4387051654838615
225,0.0296875,0.6378125,0.0734375,0.0693230717438064
226,0.0353125,0.8521875,0.0734375,0.5393862310849801
227,0.0353125,0.6378125,0.1296875,0.9849250088312346
228,0.0353125,0.8521875,0.1296875,1.2893606341655155
229,0.0296875,0.6378125,0.1296875,0.248076149679772
230,0.0296875,0.8521875,0.0734375,0.4225695944468788
231,0.0296875,0.8521875,0.1296875,0.6445605202045659
232,0.0803125,0.8828125,0.1484375,0.0
233,0.0746875,0.8828125,0.1484375,0.0
234,0.0803125,0.6071875,0.1484375,2.6140567614747137
235,0.0803125,0.8828125,0.0546875,2.795300248102944
236,0.0803125,0.6071875,0.0546875,3.4381339595896088
237,0.0746875,0.8828125,0.0546875,2.848001248439177
238,0.0746875,0.6071875,0.1484375,1.741737194232653
239,0.0746875,0.6071875,0.0546875,3.2573116804365183
240,0.0578125,0.5153125,0.1109375,1.4669015204201816
241,0.0521875,0.5153125,0.1109375,1.6255068080234614
242,0.0578125,0.7296875,0.1109375,2.190648657993936
243,0.0578125,0.5153125,0.0921875,1.6864160528261605
244,0.0578125,0.7296875,0.0921875,1.722705573021607
245,0.0521875,0.5153125,0.0921875,1.3468557669939425
246,0.0521875,0.7296875,0.1109375,1.692412159440731
247,0.0521875,0.7296875,0.0921875,1.2470755493319223
248,0.0128125,0.7603125,0.1859375,0.2562572684711368
249,0.0971875,0.7603125,0.1859375,6.674994798166929
250,0.0128125,0.9746875,0.1859375,0.0
251,0.0128125,0.7603125,0.1671875,0.3315838969110802
252,0.0128125,0.9746875,0.1671875,0.0
253,0.0971875,0.7603125,0.1671875,2.683281572999748
254,0.0971875,0.9746875,0.1859375,0.0
255,0.0971875,0.9746875,0.1671875,0.0
256,0.0184375,0.7296875,0.1203125,0.0442105833292741
257,0.0690625,0.7296875,0.1203125,3.938343325327053
258,0.0184375,0.6378125,0.1203125,0.0424312259152024
259,0.0184375,0.7296875,0.1953125,0.3970506736584628
260,0.0184375,0.6378125,0.1953125,0.2004601939385732
261,0.0690625,0.7296875,0.1953125,4.415880433163924
262,0.0690625,0.6378125,0.1203125,1.937246338861884
263,0.0690625,0.6378125,0.1953125,2.7595514767776543
264,0.0634375,0.9746875,0.1953125,0.0
265,0.0240625,0.9746875,0.1953125,0.0
266,0.0634375,0.8828125,0.1953125,0.0
267,0.0634375,0.9746875,0.1203125,0.0
268,0.0634375,0.8828125,0.1203125,0.0
269,0.0240625,0.9746875,0.1203125,0.0
270,0.0240625,0.8828125,0.1953125,0.0
271,0.0240625,0.8828125,0.1203125,0.0
272,0.0859375,0.6071875,0.0828125,3.618686613732908
273,0.0915625,0.6071875,0.0828125,0.9851573273066332
274,0.0859375,0.7603125,0.0828125,2.4584021247945267
275,0.0859375,0.6071875,0.0828125,2.463061862745622
276,0.0859375,0.7603125,0.0828125,2.245681166200304
277,0.0915625,0.6071875,0.0828125,3.682684468091006
278,0.0915625,0.7603125,0.0828125,4.04467960897722
279,0.0915625,0.7603125,0.0828125,4.082917626049393
280,0.0409375,0.8521875,0.1578125,0.0
281,0.0465625,0.8521875,0.1578125,0.0
282,0.0409375,0.5153125,0.1578125,1.169334170263347
283,0.0409375,0.8521875,0.1578125,0.0
284,0.0409375,0.5153125,0.1578125,1.1616129164735511
285,0.0465625,0.8521875,0.1578125,0.0
286,0.0465625,0.5153125,0.1578125,1.223147994439822
287,0.0465625,0.5153125,0.1578125,1.2297950924708625
288,0.0521875,0.5459375,0.1765625,1.0713007183173622
289,0.0353125,0.5459375,0.1765625,0.4711000085894615
290,0.0521875,0.5765625,0.1765625,1.2603934670025874
291,0.0521875,0.5459375,0.1765625,1.2320183282454455
292,0.0521875,0.5765625,0.1765625,1.509851830264327
293,0.0353125,0.5459375,0.1765625,0.8302247326800065
294,0.0353125,0.5765625,0.1765625,1.3346846957920984
295,0.0353125,0.5765625,0.1765625,1.1656351979970714
296,0.0971875,0.7909375000000001,0.1015625,2.1630234303194227
297,0.0803125,0.7909375000000001,0.1015625,2.1630234303194227
298,0.0971875,0.8215625,0.1015625,2.973213749463701
299,0.0971875,0.7909375000000001,0.1015625,2.3038429433649137
300,0.0971875,0.8215625,0.1015625,2.848001248439177
301,0.0803125,0.7909375000000001,0.1015625,2.080865204668481
302,0.0803125,0.8215625,0.1015625,4.541703041027635
303,0.0803125,0.8215625,0.1015625,2.792567394542381
304,0.0746875,0.6684375,0.1390625,4.034826287150556
305,0.0128125,0.6684375,0.1390625,0.0263482173515267
306,0.0746875,0.9440625,0.1390625,0.0
307,0.0746875,0.6684375,0.0640625,2.4613258739763224
308,0.0746875,0.9440625,0.0640625,0.0
309,0.0128125,0.6684375,0.0640625,0.0178168292915466
310,0.0128125,0.9440625,0.1390625,0.0
311,0.0128125,0.9440625,0.0640625,0.0
312,0.0296875,0.9134375,0.0640625,1.058551022718068
313,0.0578125,0.9134375,0.0640625,2.0883579556633824
314,0.0296875,0.6990625,0.0640625,0.2175588746177632
315,0.0296875,0.9134375,0.1390625,0.0
316,0.0296875,0.6990625,0.1390625,0.4545448720722433
317,0.0578125,0.9134375,0.1390625,0.0
318,0.0578125,0.6990625,0.0640625,1.943060673407513
319,0.0578125,0.6990625,0.1390625,1.6568647281276578
320,0.0240625,0.5765625,0.1296875,0.0470542121397042
321,0.0859375,0.5765625,0.1296875,1.0078505877762416
322,0.0240625,0.9134375,0.1296875,0.0
323,0.0240625,0.5765625,0.1484375,0.2197758919406995
324,0.0240625,0.9134375,0.1484375,0.0
325,0.0859375,0.5765625,0.1484375,1.3394305036373009
326,0.0859375,0.9134375,0.1296875,0.0
327,0.0859375,0.9134375,0.1484375,0.0
328,0.0690625,0.8215625,0.0546875,2.5276065591097225
329,0.0409375,0.8215625,0.0546875,1.6993499794927214
330,0.0690625,0.6684375,0.0546875,1.505483705447325
331,0.0690625,0.8215625,0.0734375,2.403108788049949
332,0.0690625,0.6684375,0.0734375,3.292636361096042
333,0.0409375,0.8215625,0.0734375,1.172198646121312
334,0.0409375,0.6684375,0.0546875,0.6983498817311724
335,0.0409375,0.6684375,0.0734375,0.3850278577967837
336,0.0915625,0.6990625,0.1671875,4.735881272643078
337,0.0634375,0.6990625,0.1671875,3.854578886181431
338,0.0915625,0.5459375,0.1671875,1.228903609577518
339,0.0915625,0.6990625,0.1109375,1.6975443454395316
340,0.0915625,0.5459375,0.1109375,1.1092339699089635
341,0.0634375,0.6990625,0.1109375,2.779023348731826
342,0.0634375,0.5459375,0.1671875,2.13415547851916
343,0.0634375,0.5459375,0.1109375,1.997288525633012
344,0.0465625,0.9440625,0.0921875,0.0
345,0.0184375,0.9440625,0.0921875,0.0
346,0.0465625,0.7909375000000001,0.0921875,2.019755492936512
347,0.0465625,0.9440625,0.1859375,0.0
348,0.0465625,0.7909375000000001,0.1859375,1.6393821898803953
349,0.0184375,0.9440625,0.1859375,0.0
350,0.0184375,0.7909375000000001,0.0921875,0.4055771179949457
351,0.0184375,0.7909375000000001,0.1859375,0.543589931421893
352,0.0353125,0.6378125,0.0734375,0.1335027118810356
353,0.0296875,0.6378125,0.0734375,0.2188121790333674
354,0.0353125,0.8521875,0.0734375,1.0499557029912228
355,0.0353125,0.6378125,0.1296875,1.063753887995182
356,0.0353125,0.8521875,0.1296875,1.6290470284500602
357,0.0296875,0.6378125,0.1296875,0.7602002081622381
358,0.0296875,0.8521875,0.0734375,0.4039831547261951
359,0.0296875,0.8521875,0.1296875,0.8843767431559354
360,0.0803125,0.8828125,0.1484375,0.0
361,0.0746875,0.8828125,0.1484375,0.0
362,0.0803125,0.6071875,0.1484375,2.837349528998338
363,0.0803125,0.8828125,0.0546875,3.04138126514911
364,0.0803125,0.6071875,0.0546875,1.7728965408690422
365,0.0746875,0.8828125,0.0546875,2.8809868432762684
366,0.0746875,0.6071875,0.1484375,2.686773006627688
367,0.0746875,0.6071875,0.0546875,2.3726055782327773
368,0.0578125,0.5153125,0.1109375,1.4480518066211212
369,0.0521875,0.5153125,0.1109375,1.1457258349101662
370,0.0578125,0.7296875,0.1109375,1.7620567644641174
371,0.0578125,0.5153125,0.0921875,1.4830298745189248
372,0.0578125,0.7296875,0.0921875,1.6181749865964623
373,0.0521875,0.5153125,0.0921875,1.7245368659352884
374,0.0521875,0.7296875,0.1109375,1.7877184178178012
375,0.0521875,0.7296875,0.0921875,1.1762077087507952
376,0.0128125,0.7603125,0.1859375,0.4324419010905037
377,0.0971875,0.7603125,0.1859375,0.0
378,0.0128125,0.9746875,0.1859375,0.0
379,0.0128125,0.7603125,0.1671875,0.1771733174761958
380,0.0128125,0.9746875,0.1671875,0.0
381,0.0971875,0.7603125,0.1671875,3.559026084010437
382,0.0971875,0.9746875,0.1859375,0.0
383,0.0971875,0.9746875,0.1671875,0.0
384,0.0184375,0.7296875,0.1203125,0.0368982949487732
385,0.0690625,0.7296875,0.1203125,1.9090655436626576
386,0.0184375,0.6378125,0.1203125,0.0518084100054583
387,0.0184375,0.7296875,0.1953125,0.4999526111698954
388,0.0184375,0.6378125,0.1953125,0.079273703079899
389,0.0690625,0.7296875,0.1953125,3.3424354892802346
390,0.0690625,0.6378125,0.1203125,1.8753002213505312
391,0.0690625,0.6378125,0.1953125,2.893540832011072
392,0.0634375,0.9746875,0.1953125,0.0
393,0.0240625,0.9746875,0.1953125,0.0
394,0.0634375,0.8828125,0.1953125,0.0
395,0.0634375,0.9746875,0.1203125,0.0
396,0.0634375,0.8828125,0.1203125,0.0
397,0.0240625,0.9746875,0.1203125,0.0
398,0.0240625,0.8828125,0.1953125,0.0
399,0.0240625,0.8828125,0.1203125,0.0
400,0.0859375,0.6071875,0.0828125,1.112820676365703
401,0.0915625,0.6071875,0.0828125,0.9759000729485332
402,0.0859375,0.7603125,0.0828125,3.557440629426356
403,0.0859375,0.6071875,0.0828125,3.7408197632691382
404,0.0859375,0.7603125,0.0828125,3.9056950906197607
405,0.0915625,0.6071875,0.0828125,1.1888796840080544
406,0.0915625,0.7603125,0.0828125,1.7043362064926937
407,0.0915625,0.7603125,0.0828125,1.979898987322333
408,0.0409375,0.8521875,0.1578125,0.0
409,0.0465625,0.8521875,0.1578125,0.0
410,0.0409375,0.5153125,0.1578125,1.1833476892974657
411,0.0409375,0.8521875,0.1578125,0.0
412,0.0409375,0.5153125,0.1578125,0.6221083838633246
413,0.0465625,0.8521875,0.1578125,0.0
414,0.0465625,0.5153125,0.1578125,1.2480893788023215
415,0.0465625,0.5153125,0.1578125,1.3107907706588586
416,0.0521875,0.5459375,0.1765625,1.4152641237016712
417,0.0353125,0.5459375,0.1765625,0.6836549630361478
418,0.0521875,0.5765625,0.1765625,2.0284378041552693
419,0.0521875,0.5459375,0.1765625,1.4492412829332366
420,0.0521875,0.5765625,0.1765625,1.985182333282859
421,0.0353125,0.5459375,0.1765625,0.8649566724329282
422,0.0353125,0.5765625,0.1765625,0.8974649938074665
423,0.0353125,0.5765625,0.1765625,0.68896968358318
424,0.0971875,0.7909375000000001,0.1015625,2.3861847269271523
425,0.0803125,0.7909375000000001,0.1015625,4.794343674820871
426,0.0971875,0.8215625,0.1015625,5.131601439446885
427,0.0971875,0.7909375000000001,0.1015625,3.04138126514911
428,0.0971875,0.8215625,0.1015625,5.131601439446885
429,0.0803125,0.7909375000000001,0.1015625,3.9925650140843993
430,0.0803125,0.8215625,0.1015625,3.0413812651491097
431,0.0803125,0.8215625,0.1015625,3.89525485438666
432,0.0746875,0.6684375,0.1390625,1.7423245880874756
433,0.0128125,0.6684375,0.1390625,0.0423916181505009
434,0.0746875,0.9440625,0.1390625,0.0
435,0.0746875,0.6684375,0.0640625,3.629280032771681
436,0.0746875,0.9440625,0.0640625,0.0
437,0.0128125,0.6684375,0.0640625,0.0277346631527893
438,0.0128125,0.9440625,0.1390625,0.0
439,0.0128125,0.9440625,0.0640625,0.0
440,0.0296875,0.9134375,0.0640625,1.899055762035444
441,0.0578125,0.9134375,0.0640625,2.9114243490305567
442,0.0296875,0.6990625,0.0640625,0.0916398537342573
443,0.0296875,0.9134375,0.1390625,0.0
444,0.0296875,0.6990625,0.1390625,0.4252096991078645
445,0.0578125,0.9134375,0.1390625,0.0
446,0.0578125,0.6990625,0.0640625,1.2458458191096329
447,0.0578125,0.6990625,0.1390625,2.6333246478193386
448,0.0240625,0.5765625,0.1296875,0.1739290580510017
449,0.0859375,0.5765625,0.1296875,1.2665997181560906
450,0.0240625,0.9134375,0.1296875,0.0
451,0.0240625,0.5765625,0.1484375,0.0386966362514798
452,0.0240625,0.9134375,0.1484375,0.0
453,0.0859375,0.5765625,0.1484375,1.7630834144447367
454,0.0859375,0.9134375,0.1296875,0.0
455,0.0859375,0.9134375,0.1484375,0.0
456,0.0690625,0.8215625,0.0546875,2.380621351110824
457,0.0409375,0.8215625,0.0546875,1.4508504324193876
458,0.0690625,0.6684375,0.0546875,1.1596972289959653
459,0.0690625,0.8215625,0.0734375,3.384748778906112
460,0.0690625,0.6684375,0.0734375,2.3271832394448952
461,0.0409375,0.8215625,0.0734375,0.7289605243365735
462,0.0409375,0.6684375,0.0546875,0.8235584604963098
463,0.0409375,0.6684375,0.0734375,1.1670990116689468
464,0.0915625,0.6990625,0.1671875,2.1134489978863145
465,0.0634375,0.6990625,0.1671875,3.631315779938288
466,0.0915625,0.5459375,0.1671875,1.4604820287808546
467,0.0915625,0.6990625,0.1109375,1.5806451612903225
468,0.0915625,0.5459375,0.1109375,1.0359395405656244
469,0.0634375,0.6990625,0.1109375,2.5400497948661416
470,0.0634375,0.5459375,0.1671875,3.066854590218314
471,0.0634375,0.5459375,0.1109375,1.8640611710671693
472,0.0465625,0.9440625,0.0921875,0.0
473,0.0184375,0.9440625,0.0921875,0.0
474,0.0465625,0.7909375000000001,0.0921875,2.198604029869604
475,0.0465625,0.9440625,0.1859375,0.0
476,0.0465625,0.7909375000000001,0.1859375,1.664040831046126
477,0.0184375,0.9440625,0.1859375,0.0
478,0.0184375,0.7909375000000001,0.0921875,0.0590572773250186
479,0.0184375,0.7909375000000001,0.1859375,0.487797559285138
480,0.0353125,0.6378125,0.0734375,0.5333699067038877
481,0.0296875,0.6378125,0.0734375,0.2244242487605994
482,0.0353125,0.8521875,0.0734375,0.4480010570941037
483,0.0353125,0.6378125,0.1296875,0.7513111022670212
484,0.0353125,0.8521875,0.1296875,1.309422396021066
485,0.0296875,0.6378125,0.1296875,0.3505634449019326
486,0.0296875,0.8521875,0.0734375,0.3712999104010806
487,0.0296875,0.8521875,0.1296875,0.9022272688869072
488,0.0803125,0.8828125,0.1484375,0.0
489,0.0746875,0.8828125,0.1484375,0.0
490,0.0803125,0.6071875,0.1484375,3.969369203883948
491,0.0803125,0.8828125,0.0546875,2.7385635295267416
492,0.0803125,0.6071875,0.0546875,1.1941672843276945
493,0.0746875,0.8828125,0.0546875,3.237282811247729
494,0.0746875,0.6071875,0.1484375,2.531753870483481
495,0.0746875,0.6071875,0.0546875,1.8141249249953693
496,0.0578125,0.5153125,0.1109375,2.2622476591691414
497,0.0521875,0.5153125,0.1109375,1.372055784669309
498,0.0578125,0.7296875,0.1109375,2.5285071933352468
499,0.0578125,0.5153125,0.0921875,1.5760919825459403
500,0.0578125,0.7296875,0.0921875,2.3226588394565515
501,0.0521875,0.5153125,0.0921875,1.210179459761685
