citizen_density,cop_density,legitimacy,active_threshold,cv
0.646875,0.0690625,0.9746874999999999,0.0734375,0
0.853125,0.0240625,0.9746874999999999,0.0734375,0
0.853125,0.0690625,0.7603125,0.0734375,2.350665860371538
0.703125,0.0690625,0.5153125,0.10156250000000001,2.0738109930875086
0.853125,0.0690625,0.9746874999999999,0.1765625,0
0.796875,0.0690625,0.5153125,0.10156250000000001,2.3235116148964785
0.796875,0.0240625,0.5153125,0.10156250000000001,0.03255504328766385
0.853125,0.0690625,0.9746874999999999,0.0734375,0
0.796875,0.0690625,0.7296875,0.10156250000000001,2.498969265952615
0.703125,0.0690625,0.7296875,0.1484375,5.299008340091798
0.796875,0.0240625,0.7296875,0.1484375,1.0107460113090412
0.796875,0.0690625,0.5153125,0.1484375,3.2502101894384055
0.703125,0.0240625,0.5153125,0.1484375,0.07310908886747479
0.703125,0.0240625,0.7296875,0.1484375,0.30349904640954023
0.703125,0.0240625,0.7296875,0.10156250000000001,0.11991207326801887
0.6281249999999999,0.04656250000000001,0.8828125,0.13906250000000003,0
0.871875,0.04656250000000001,0.8828125,0.13906250000000003,0
0.6281249999999999,0.04656250000000001,0.8521875,0.18593750000000003,0
0.6281249999999999,0.04656250000000001,0.8828125,0.18593750000000003,0
0.6281249999999999,0.04656250000000001,0.8521875,0.13906250000000003,3.179975612793152
0.871875,0.04656250000000001,0.8828125,0.13906250000000003,0
0.6281249999999999,0.04656250000000001,0.8521875,0.18593750000000003,0
0.871875,0.04656250000000001,0.8828125,0.18593750000000003,0
0.871875,0.04656250000000001,0.8521875,0.18593750000000003,0
0.721875,0.0915625,0.6378125,0.06406250000000001,4.52157972183664
0.721875,0.0915625,0.6378125,0.06406250000000001,1.2399830038224722
0.778125,0.0915625,0.6378125,0.06406250000000001,3.096629700926647
0.721875,0.0915625,0.6071875,0.06406250000000001,1.1441319420742677
0.721875,0.0915625,0.6378125,0.11093750000000001,1.3146896625548987
0.721875,0.0915625,0.6071875,0.11093750000000001,5.130912027047952
0.778125,0.0915625,0.6071875,0.11093750000000001,1.1617673262266601
0.684375,0.035312500000000004,0.5765625,0.08281250000000001,0.3909447338067549
0.778125,0.0915625,0.6378125,0.11093750000000001,1.245521155941075
0.684375,0.05781250000000001,0.5765625,0.08281250000000001,2.5300849359862148
0.778125,0.0915625,0.6071875,0.06406250000000001,4.4025456878359375
0.778125,0.0915625,0.6071875,0.11093750000000001,4.814239769254837
0.684375,0.035312500000000004,0.5765625,0.16718750000000002,0.5354138966231689
0.684375,0.035312500000000004,0.7909375000000001,0.08281250000000001,1.0226349271688655
0.684375,0.05781250000000001,0.7909375000000001,0.16718750000000002,6.9641941385920605
0.815625,0.05781250000000001,0.7909375000000001,0.08281250000000001,1.5281064076647402
0.815625,0.05781250000000001,0.5765625,0.16718750000000002,2.044804351706879
0.815625,0.035312500000000004,0.7909375000000001,0.16718750000000002,0.8213007849891953
0.665625,0.08031250000000001,0.8215625,0.15781250000000002,8.913456352168437
0.815625,0.05781250000000001,0.7909375000000001,0.16718750000000002,3.3266322301179954
0.834375,0.08031250000000001,0.8215625,0.15781250000000002,4.908249086070213
0.665625,0.08031250000000001,0.5459375,0.0921875,2.854034593788068
0.665625,0.012812500000000001,0.8215625,0.0921875,0.06741011616266405
0.665625,0.012812500000000001,0.5459375,0.15781250000000002,0.021877201888281354
0.834375,0.012812500000000001,0.5459375,0.0921875,0.011378826640215212
0.834375,0.08031250000000001,0.5459375,0.15781250000000002,1.1942536875012293
0.834375,0.08031250000000001,0.8215625,0.0921875,4.077685096233362
0.665625,0.012812500000000001,0.5459375,0.0921875,0.017059592739080233
0.759375,0.012812500000000001,0.6990625,0.12031250000000002,0.026228762113720022
0.740625,0.012812500000000001,0.6990625,0.12031250000000002,0.016572766722751403
0.759375,0.035312500000000004,0.6990625,0.12031250000000002,0.8326259528571988
0.759375,0.012812500000000001,0.6990625,0.0546875,0.009135636348762938
0.759375,0.012812500000000001,0.9134375,0.12031250000000002,0
0.740625,0.012812500000000001,0.9134375,0.0546875,0.17596296370062148
0.759375,0.035312500000000004,0.9134375,0.0546875,1.3950193567093334
0.740625,0.035312500000000004,0.6990625,0.0546875,0.0681716587985563
0.740625,0.035312500000000004,0.9134375,0.12031250000000002,0
0.609375,0.05781250000000001,0.9440625,0.1953125,0
0.609375,0.05781250000000001,0.6684375,0.1953125,3.532418066198859
0.609375,0.08031250000000001,0.9440625,0.1953125,0
0.609375,0.05781250000000001,0.9440625,0.1296875,0
0.609375,0.08031250000000001,0.6684375,0.1296875,1.6263727356413917
0.890625,0.05781250000000001,0.9440625,0.1953125,0
0.890625,0.05781250000000001,0.6684375,0.1296875,1.8462765384138438
0.6281249999999999,0.052187500000000005,0.7296875,0.1484375,2.368576669431148
0.684375,0.052187500000000005,0.7296875,0.1484375,1.5008529896065348
0.6281249999999999,0.09718750000000001,0.7296875,0.1484375,2.366431913239847
0.890625,0.08031250000000001,0.9440625,0.1296875,0
0.6281249999999999,0.052187500000000005,0.7603125,0.1484375,2.468256077128898
0.890625,0.08031250000000001,0.6684375,0.1953125,4.963033382591557
0.890625,0.08031250000000001,0.6684375,0.1296875,4.988254722508871
0.6281249999999999,0.052187500000000005,0.7296875,0.1765625,2.615362533100538
0.684375,0.052187500000000005,0.7603125,0.1765625,1.7676503820949974
0.684375,0.09718750000000001,0.7296875,0.1765625,2.9955522584881296
0.684375,0.09718750000000001,0.7603125,0.1765625,5.039841267341661
0.684375,0.09718750000000001,0.7603125,0.1484375,2.9786869888065306
0.778125,0.09718750000000001,0.9746874999999999,0.0734375,0
0.778125,0.052187500000000005,0.9746874999999999,0.0734375,0
0.778125,0.09718750000000001,0.5153125,0.0734375,2.0803315538017437
0.834375,0.09718750000000001,0.9746874999999999,0.0734375,0
0.778125,0.09718750000000001,0.9746874999999999,0.10156250000000001,0
0.778125,0.052187500000000005,0.5153125,0.10156250000000001,1.2638214737846423
0.834375,0.09718750000000001,0.5153125,0.10156250000000001,1.024178125486293
0.834375,0.052187500000000005,0.5153125,0.0734375,1.271290707411867
0.834375,0.052187500000000005,0.5153125,0.10156250000000001,1.2750893582925444
0.759375,0.029687500000000006,0.6071875,0.18593750000000003,0.8966137397506587
0.853125,0.029687500000000006,0.6071875,0.18593750000000003,0.2119602250660808
0.834375,0.052187500000000005,0.9746874999999999,0.10156250000000001,0
0.853125,0.029687500000000006,0.6071875,0.18593750000000003,0.10590496811408129
0.853125,0.029687500000000006,0.8828125,0.18593750000000003,0
0.759375,0.029687500000000006,0.8828125,0.06406250000000001,0.6756749668790082
0.853125,0.029687500000000006,0.6071875,0.06406250000000001,0.029863123836668493
0.853125,0.029687500000000006,0.8828125,0.06406250000000001,0.6892327848705895
0.759375,0.029687500000000006,0.8828125,0.06406250000000001,1.1550597661550934
0.759375,0.029687500000000006,0.8828125,0.18593750000000003,0
0.703125,0.0746875,0.8521875,0.11093750000000001,4.419653078391259
0.609375,0.0746875,0.8521875,0.11093750000000001,5.293641871706804
0.703125,0.0746875,0.8521875,0.11093750000000001,3.8140092641034142
0.703125,0.0746875,0.6378125,0.11093750000000001,2.7339361134522977
0.703125,0.0746875,0.6378125,0.13906250000000003,4.979336088153508
0.609375,0.0746875,0.6378125,0.13906250000000003,2.444961543431823
0.609375,0.0746875,0.8521875,0.13906250000000003,11.445523142259596
0.703125,0.0746875,0.8521875,0.13906250000000003,0
0.609375,0.0746875,0.6378125,0.11093750000000001,2.845473796801261
0.609375,0.0746875,0.6378125,0.13906250000000003,3.2685752247730204
0.646875,0.018437500000000002,0.9134375,0.0921875,0
0.740625,0.018437500000000002,0.9134375,0.0921875,0
0.740625,0.018437500000000002,0.9134375,0.08281250000000001,0.850598469572787
0.740625,0.018437500000000002,0.9440625,0.0921875,0
0.740625,0.0859375,0.9134375,0.0921875,0
0.646875,0.018437500000000002,0.9440625,0.08281250000000001,0
0.740625,0.0859375,0.9440625,0.08281250000000001,0
0.646875,0.0859375,0.9134375,0.08281250000000001,0
0.646875,0.0859375,0.9440625,0.0921875,0
0.796875,0.06343750000000001,0.6684375,0.16718750000000002,2.74723477685982
0.890625,0.06343750000000001,0.6684375,0.16718750000000002,4.712494708802613
0.890625,0.0409375,0.6684375,0.16718750000000002,0.7421175415426274
0.890625,0.0409375,0.6990625,0.15781250000000002,0.9735027719869357
0.890625,0.06343750000000001,0.6684375,0.15781250000000002,2.15978744024314
0.890625,0.06343750000000001,0.6990625,0.16718750000000002,2.2455376951095194
0.796875,0.06343750000000001,0.6990625,0.15781250000000002,4.749268949591669
0.796875,0.0409375,0.6684375,0.15781250000000002,1.2724154373790373
0.796875,0.0409375,0.6990625,0.16718750000000002,2.0319492018251375
0.796875,0.0409375,0.6990625,0.15781250000000002,1.3714102014105012
0.815625,0.0409375,0.7909375000000001,0.0546875,0.21239340405352902
0.871875,0.0409375,0.7909375000000001,0.0546875,0.6454805761910949
0.815625,0.018437500000000002,0.7909375000000001,0.0546875,0.029776146570168385
0.815625,0.0409375,0.8215625,0.0546875,0.1220824648329887
0.815625,0.018437500000000002,0.8215625,0.1953125,0
0.815625,0.0409375,0.7909375000000001,0.1953125,2.0482923937035467
0.871875,0.018437500000000002,0.8215625,0.0546875,0.01996704302873062
0.871875,0.0409375,0.8215625,0.1953125,0
0.665625,0.0859375,0.5459375,0.1296875,4.434799498812124
0.721875,0.0859375,0.5459375,0.1296875,4.693886199396291
0.665625,0.06343750000000001,0.5459375,0.1296875,1.4080629727377263
0.871875,0.018437500000000002,0.7909375000000001,0.1953125,0.7876875476990103
0.871875,0.018437500000000002,0.8215625,0.1953125,0
0.665625,0.06343750000000001,0.5765625,0.12031250000000002,2.095961143407569
0.665625,0.0859375,0.5459375,0.12031250000000002,3.746295832091863
0.721875,0.06343750000000001,0.5459375,0.12031250000000002,1.92617573193131
0.646875,0.0240625,0.7603125,0.1765625,0.6018521971095703
0.721875,0.0859375,0.5765625,0.12031250000000002,2.039165225286279
0.721875,0.06343750000000001,0.5765625,0.12031250000000002,1.9709110858319088
0.721875,0.06343750000000001,0.5765625,0.1296875,2.480133380531197
0.853125,0.0240625,0.7603125,0.1765625,0.7444055924127028
0.646875,0.0240625,0.7603125,0.0734375,0.17268358356490357
0.646875,0.0690625,0.7603125,0.1765625,3.8783587594066984
0.646875,0.0240625,0.9746874999999999,0.1765625,0
0.646875,0.0690625,0.9746874999999999,0.0734375,0
0.853125,0.0690625,0.7603125,0.0734375,2.2990931897697164
0.853125,0.0240625,0.9746874999999999,0.0734375,0
0.853125,0.0690625,0.9746874999999999,0.1765625,0
0.703125,0.0690625,0.5153125,0.10156250000000001,2.0065992185028834
0.796875,0.0240625,0.5153125,0.10156250000000001,0.03351953114189812
0.796875,0.0690625,0.5153125,0.10156250000000001,1.5224410288806158
0.853125,0.0690625,0.9746874999999999,0.0734375,0
0.796875,0.0690625,0.7296875,0.10156250000000001,2.1094966010020224
0.796875,0.0240625,0.7296875,0.1484375,0.5393361129404162
0.796875,0.0690625,0.5153125,0.1484375,2.1377913701086655
0.703125,0.0240625,0.5153125,0.1484375,0.18683293480406638
0.703125,0.0240625,0.7296875,0.10156250000000001,0.1719244984066447
0.703125,0.0240625,0.7296875,0.1484375,0.4062787086026737
0.703125,0.0690625,0.7296875,0.1484375,4.128843014930362
0.6281249999999999,0.04656250000000001,0.8828125,0.13906250000000003,0
0.871875,0.04656250000000001,0.8828125,0.13906250000000003,0
0.6281249999999999,0.04656250000000001,0.8828125,0.18593750000000003,0
0.6281249999999999,0.04656250000000001,0.8521875,0.18593750000000003,0
0.6281249999999999,0.04656250000000001,0.8521875,0.13906250000000003,3.39786028927832
0.871875,0.04656250000000001,0.8828125,0.13906250000000003,0
0.871875,0.04656250000000001,0.8521875,0.13906250000000003,3.038091506192662
0.6281249999999999,0.04656250000000001,0.8521875,0.18593750000000003,0
0.871875,0.04656250000000001,0.8521875,0.18593750000000003,0
0.721875,0.0915625,0.6378125,0.06406250000000001,4.644282866174232
0.778125,0.0915625,0.6378125,0.06406250000000001,2.727736182388908
0.721875,0.0915625,0.6378125,0.06406250000000001,1.0116330167329544
0.721875,0.0915625,0.6071875,0.06406250000000001,1.003463390219197
0.721875,0.0915625,0.6378125,0.11093750000000001,5.08591807925018
0.721875,0.0915625,0.6071875,0.11093750000000001,1.3818059759249997
0.778125,0.0915625,0.6071875,0.11093750000000001,4.607212242904998
0.684375,0.035312500000000004,0.5765625,0.08281250000000001,0.2663929264237825
0.778125,0.0915625,0.6378125,0.11093750000000001,1.680135157071831
0.684375,0.05781250000000001,0.5765625,0.08281250000000001,1.0567536018822037
0.778125,0.0915625,0.6071875,0.06406250000000001,6.167843739131598
0.815625,0.035312500000000004,0.5765625,0.08281250000000001,0.09895750621143205
0.778125,0.0915625,0.6071875,0.11093750000000001,4.842404606213485
0.684375,0.035312500000000004,0.7909375000000001,0.08281250000000001,0.6149344664598796
0.684375,0.035312500000000004,0.5765625,0.16718750000000002,0.7657934240186588
0.815625,0.035312500000000004,0.7909375000000001,0.16718750000000002,1.1030921706634058
0.815625,0.05781250000000001,0.5765625,0.16718750000000002,1.5118939399960103
0.815625,0.05781250000000001,0.7909375000000001,0.08281250000000001,1.5493884804507154
0.665625,0.08031250000000001,0.8215625,0.15781250000000002,11.445523142259596
0.815625,0.05781250000000001,0.7909375000000001,0.16718750000000002,2.6129216845861354
0.834375,0.08031250000000001,0.8215625,0.15781250000000002,5.322906474223771
0.834375,0.012812500000000001,0.8215625,0.15781250000000002,0.26291899360245713
0.834375,0.08031250000000001,0.5459375,0.15781250000000002,3.391854305682934
0.665625,0.08031250000000001,0.5459375,0.0921875,3.4303269599186765
0.665625,0.012812500000000001,0.8215625,0.0921875,0.14483552167606858
0.665625,0.012812500000000001,0.5459375,0.15781250000000002,0.02714856814176027
0.834375,0.012812500000000001,0.5459375,0.0921875,0.016623830000621915
0.665625,0.012812500000000001,0.5459375,0.0921875,0.02125717592755385
0.834375,0.08031250000000001,0.8215625,0.0921875,3.577558048201432
0.759375,0.012812500000000001,0.6990625,0.12031250000000002,0.039804844882308954
0.740625,0.012812500000000001,0.6990625,0.12031250000000002,0.029688492522595384
0.759375,0.035312500000000004,0.6990625,0.12031250000000002,1.1874592541766436
0.759375,0.012812500000000001,0.6990625,0.0546875,0.02100913191987781
0.759375,0.012812500000000001,0.9134375,0.12031250000000002,0
0.740625,0.012812500000000001,0.9134375,0.0546875,0.07556543230295816
0.759375,0.035312500000000004,0.9134375,0.0546875,1.1267057323953962
0.740625,0.035312500000000004,0.6990625,0.0546875,0.18268581892557162
0.609375,0.05781250000000001,0.9440625,0.1953125,0
0.740625,0.035312500000000004,0.9134375,0.12031250000000002,0
0.609375,0.05781250000000001,0.6684375,0.1953125,2.5355474263588134
0.609375,0.08031250000000001,0.9440625,0.1953125,0
0.609375,0.05781250000000001,0.9440625,0.1296875,0
0.609375,0.08031250000000001,0.6684375,0.1296875,3.4785948762658183
0.890625,0.05781250000000001,0.9440625,0.1953125,0
0.890625,0.05781250000000001,0.6684375,0.1296875,1.566762499564989
0.6281249999999999,0.052187500000000005,0.7296875,0.1484375,2.690918090322188
0.684375,0.052187500000000005,0.7296875,0.1484375,2.0858730192406334
0.6281249999999999,0.09718750000000001,0.7296875,0.1484375,3.273526589377418
0.6281249999999999,0.052187500000000005,0.7603125,0.1484375,3.4213906745666076
0.890625,0.08031250000000001,0.9440625,0.1296875,0
0.890625,0.08031250000000001,0.6684375,0.1296875,1.8681937867104312
0.890625,0.08031250000000001,0.6684375,0.1953125,2.1685017869487675
0.6281249999999999,0.052187500000000005,0.7296875,0.1765625,2.277862805931132
0.6281249999999999,0.09718750000000001,0.7603125,0.1765625,3.696845502136472
0.684375,0.052187500000000005,0.7603125,0.1765625,2.5025966544357288
0.684375,0.09718750000000001,0.7296875,0.1765625,2.72212642968121
0.684375,0.09718750000000001,0.7603125,0.1484375,3.9370039370059056
0.684375,0.09718750000000001,0.7603125,0.1765625,3.1622776601683786
0.778125,0.09718750000000001,0.9746874999999999,0.0734375,0
0.778125,0.052187500000000005,0.9746874999999999,0.0734375,0
0.834375,0.09718750000000001,0.9746874999999999,0.0734375,0
0.778125,0.09718750000000001,0.5153125,0.0734375,0.8214551337723254
0.778125,0.052187500000000005,0.5153125,0.10156250000000001,0.9046039056747328
0.778125,0.09718750000000001,0.9746874999999999,0.10156250000000001,0
0.834375,0.09718750000000001,0.5153125,0.10156250000000001,0.9151916507353842
0.834375,0.052187500000000005,0.9746874999999999,0.10156250000000001,0
0.834375,0.052187500000000005,0.5153125,0.10156250000000001,0.7669294243615826
0.834375,0.052187500000000005,0.5153125,0.0734375,1.4224608321671568
0.759375,0.029687500000000006,0.6071875,0.18593750000000003,0.3571482481231465
0.853125,0.029687500000000006,0.6071875,0.18593750000000003,0.3829236758071685
0.853125,0.029687500000000006,0.6071875,0.18593750000000003,0.27744235638746273
0.853125,0.029687500000000006,0.6071875,0.06406250000000001,0.14430532569709686
0.759375,0.029687500000000006,0.8828125,0.06406250000000001,0.7927336068705013
0.853125,0.029687500000000006,0.8828125,0.18593750000000003,0
0.759375,0.029687500000000006,0.6071875,0.06406250000000001,0.733031517848524
0.853125,0.029687500000000006,0.8828125,0.06406250000000001,0.2493187813898215
0.759375,0.029687500000000006,0.8828125,0.18593750000000003,0
0.609375,0.0746875,0.8521875,0.11093750000000001,5.99666574022598
0.703125,0.0746875,0.8521875,0.11093750000000001,4.680714786129456
0.609375,0.0746875,0.6378125,0.13906250000000003,2.239173506914819
0.703125,0.0746875,0.6378125,0.11093750000000001,2.630861287296133
0.703125,0.0746875,0.6378125,0.13906250000000003,3.4489364199039056
0.703125,0.0746875,0.8521875,0.11093750000000001,5.199357027928237
0.703125,0.0746875,0.8521875,0.13906250000000003,8.062257748298547
0.609375,0.0746875,0.8521875,0.13906250000000003,8.06225774829855
0.609375,0.0746875,0.6378125,0.11093750000000001,3.615599879163262
0.609375,0.0746875,0.6378125,0.13906250000000003,1.5470963850452255
0.646875,0.018437500000000002,0.9134375,0.0921875,0
0.740625,0.018437500000000002,0.9134375,0.0921875,0
0.740625,0.018437500000000002,0.9440625,0.0921875,0
0.740625,0.018437500000000002,0.9134375,0.08281250000000001,0.8416986134218453
0.740625,0.0859375,0.9134375,0.0921875,0
0.646875,0.018437500000000002,0.9440625,0.08281250000000001,0
0.740625,0.0859375,0.9440625,0.08281250000000001,0
0.646875,0.0859375,0.9134375,0.08281250000000001,0
0.646875,0.0859375,0.9440625,0.0921875,0
0.646875,0.0859375,0.9440625,0.08281250000000001,0
0.796875,0.06343750000000001,0.6684375,0.16718750000000002,2.760242596928679
0.890625,0.06343750000000001,0.6684375,0.16718750000000002,2.540841971724466
0.890625,0.0409375,0.6684375,0.16718750000000002,0.9417652765715159
0.796875,0.06343750000000001,0.6990625,0.15781250000000002,2.1449726093310937
0.890625,0.06343750000000001,0.6684375,0.15781250000000002,2.5254520653624017
0.796875,0.0409375,0.6684375,0.15781250000000002,1.475062075428549
0.890625,0.0409375,0.6990625,0.15781250000000002,0.9787967717775721
0.796875,0.0409375,0.6990625,0.16718750000000002,1.279035465394903
0.796875,0.0409375,0.6990625,0.15781250000000002,1.0496181463550223
0.815625,0.0409375,0.7909375000000001,0.0546875,0.3905785570098184
0.871875,0.0409375,0.7909375000000001,0.0546875,1.0187514565359843
0.815625,0.0409375,0.8215625,0.0546875,0.9789996840518248
0.815625,0.018437500000000002,0.7909375000000001,0.0546875,0.024932396365864636
0.815625,0.018437500000000002,0.8215625,0.1953125,0
0.815625,0.0409375,0.7909375000000001,0.1953125,2.0598247530186358
0.871875,0.0409375,0.8215625,0.1953125,0
0.665625,0.0859375,0.5459375,0.1296875,2.2735852763639697
0.871875,0.018437500000000002,0.8215625,0.0546875,0.041557153609892525
0.871875,0.018437500000000002,0.7909375000000001,0.1953125,0.6794664028746153
0.665625,0.06343750000000001,0.5459375,0.1296875,2.1261874787372945
0.871875,0.018437500000000002,0.8215625,0.1953125,0
0.721875,0.0859375,0.5459375,0.1296875,4.673349194448257
0.665625,0.0859375,0.5765625,0.1296875,5.040695588381388
0.665625,0.0859375,0.5459375,0.12031250000000002,1.098824927139746
0.665625,0.06343750000000001,0.5765625,0.12031250000000002,2.28284150446074
0.721875,0.06343750000000001,0.5459375,0.12031250000000002,2.3922023676239945
0.721875,0.06343750000000001,0.5765625,0.12031250000000002,2.0043953915960055
0.721875,0.06343750000000001,0.5765625,0.1296875,2.593788263019526
0.721875,0.0859375,0.5765625,0.12031250000000002,1.3270051849720712
0.646875,0.0690625,0.7603125,0.1765625,5.81011156947129
0.646875,0.0240625,0.7603125,0.0734375,0.1371970865776135
0.646875,0.0240625,0.9746874999999999,0.1765625,0
0.853125,0.0240625,0.7603125,0.1765625,0.3252800354859976
0.646875,0.0690625,0.9746874999999999,0.0734375,0
0.796875,0.0690625,0.5153125,0.10156250000000001,1.5007290819899035
0.703125,0.0690625,0.5153125,0.10156250000000001,3.122017913940772
0.853125,0.0690625,0.7603125,0.0734375,3.2087264268221314
0.853125,0.0240625,0.9746874999999999,0.0734375,0
0.796875,0.0240625,0.5153125,0.10156250000000001,0.019473177023487387
0.853125,0.0690625,0.9746874999999999,0.1765625,0
0.853125,0.0690625,0.9746874999999999,0.0734375,0
0.796875,0.0690625,0.7296875,0.10156250000000001,2.504760615627739
0.703125,0.0240625,0.5153125,0.1484375,0.0473425781013676
0.703125,0.0240625,0.7296875,0.10156250000000001,0.2750936740381436
0.796875,0.0240625,0.7296875,0.1484375,0.2627922183018363
0.703125,0.0690625,0.7296875,0.1484375,2.975045545869844
0.796875,0.0690625,0.5153125,0.1484375,3.247283641843727
0.703125,0.0240625,0.7296875,0.1484375,0.7718920547869123
0.6281249999999999,0.04656250000000001,0.8828125,0.13906250000000003,0
0.6281249999999999,0.04656250000000001,0.8521875,0.18593750000000003,0
0.6281249999999999,0.04656250000000001,0.8828125,0.18593750000000003,0
